Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
39300155,"$20,000","$20,000",11.99%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$4,583 / month",28.38%,< 1 year ,773xx,N/a,N/a,N/a,Technician,N/a,685-689,0,10/1996,$0.00,15,0,35,n/a,"$26,638.00",0,61.80%,n/a,0
39300158,"$8,000","$8,000",12.39%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$2,417 / month",6.91%,4 years ,930xx,N/a,N/a,N/a,machine operator ,N/a,685-689,0,07/2010,$0.00,5,0,5,n/a,"$5,521.00",0,44.50%,n/a,0
39300263,"$20,000","$20,000",10.49%,1.00%,"January 16, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$9,167 / month",10.76%,6 years ,970xx,N/a,N/a,N/a,Owner,N/a,670-674,0,04/2003,$0.00,11,0,19,76,"$12,149.00",0,73.20%,n/a,0
39300273,"$15,700","$15,700",20.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$4,379 / month",8.70%,10+ years ,958xx,N/a,N/a,N/a,Staff Service Analyst,N/a,665-669,0,04/2006,$0.00,4,0,7,n/a,"$5,944.00",0,95.90%,n/a,1
39300277,"$7,200","$7,200",8.67%,1.00%,"January 20, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$3,333 / month",33.48%,10+ years ,606xx,N/a,N/a,N/a,Customer Service,N/a,690-694,0,02/2000,$0.00,17,0,39,48,"$7,846.00",0,43.10%,n/a,0
39300295,"$5,000","$5,000",11.44%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$9,167 / month",38.60%,6 years ,660xx,N/a,N/a,N/a,Engineering Lead - Special Projects,N/a,680-684,0,02/1993,$0.00,27,0,41,39,"$53,361.00",0,66.60%,n/a,1
39300333,"$4,800","$4,800",11.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$6,250 / month",12.56%,10+ years ,956xx,N/a,N/a,N/a,General Manager,N/a,695-699,0,09/2006,$0.00,5,0,20,28,"$3,041.00",0,34.20%,n/a,0
39300397,"$15,000","$15,000",6.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$14,583 / month",25.31%,10+ years ,460xx,N/a,N/a,N/a,"Director, Operational Excellence",N/a,710-714,0,12/1977,$0.00,16,0,41,n/a,"$65,193.00",0,71.90%,n/a,0
39300426,"$12,000","$12,000",14.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$6,667 / month",15.48%,10+ years ,350xx,N/a,N/a,N/a,Lab Manager,N/a,690-694,0,02/1997,$0.00,6,1,13,23,"$2,738.00",0,30.40%,n/a,0
39300473,"$15,000","$15,000",14.31%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$6,333 / month",32.95%,10+ years ,199xx,N/a,N/a,N/a,assistant professor,N/a,705-709,0,03/1994,$0.00,9,0,18,n/a,"$28,111.00",0,67.10%,n/a,0
39300513,"$13,050","$13,050",13.66%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$7,583 / month",5.96%,10+ years ,957xx,N/a,N/a,N/a,Human Resources Manager,N/a,675-679,0,06/1974,$0.00,11,0,29,76,"$7,574.00",1,35.60%,62,1
39300549,"$15,000","$15,000",9.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,333 / month",17.63%,2 years ,482xx,N/a,N/a,N/a,Truck driver,N/a,715-719,0,03/2007,$0.00,6,0,11,n/a,"$13,310.00",0,44.80%,n/a,0
39300588,"$2,800","$2,800",11.99%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,833 / month",28.89%,10+ years ,951xx,N/a,N/a,N/a,data entry clerk,N/a,665-669,0,06/1988,$0.00,8,0,11,n/a,"$17,128.00",0,89.20%,n/a,0
39300621,"$4,750","$4,750",17.14%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,667 / month",16.20%,< 1 year ,900xx,N/a,N/a,N/a,TELLER,N/a,675-679,0,11/2009,$0.00,9,4,14,14,$103.00,0,6.10%,n/a,1
39300624,"$10,000","$10,000",17.86%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$3,167 / month",27.20%,10+ years ,770xx,N/a,N/a,N/a,"Principal Associate, Facility",N/a,710-714,0,11/1990,$0.00,7,1,16,21,"$2,179.00",0,26.90%,n/a,0
39309175,"$18,675","$18,675",18.54%,1.00%,"January 15, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$4,583 / month",25.77%,4 years ,615xx,N/a,N/a,N/a,RN,N/a,695-699,0,01/2007,$0.00,8,0,11,n/a,"$14,050.00",0,96.20%,n/a,2
39309276,"$15,000","$15,000",11.44%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$9,167 / month",17.00%,6 years ,105xx,N/a,N/a,N/a,Treasurer,N/a,705-709,0,09/1995,$0.00,17,1,35,17,"$8,720.00",0,40.90%,n/a,1
39309300,"$25,000","$25,000",8.67%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,OWN,"$5,417 / month",34.22%,10+ years ,349xx,N/a,N/a,N/a,Owner/CEO,N/a,760-764,0,10/1975,$0.00,7,0,16,n/a,"$14,101.00",0,66.80%,n/a,0
39309351,"$18,000","$18,000",14.99%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$5,208 / month",18.11%,5 years ,920xx,N/a,N/a,N/a,Administrative Asst,N/a,695-699,0,12/1979,$0.00,18,1,30,18,"$8,549.00",1,26.50%,118,0
39309358,"$25,150","$25,150",18.54%,1.00%,"January 13, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$5,833 / month",16.46%,10+ years ,220xx,N/a,N/a,N/a,"Superintendent, Executive Services",N/a,675-679,0,09/1993,$0.00,13,1,27,12,"$29,382.00",0,98.30%,n/a,0
39309383,"$12,050","$12,050",22.99%,1.00%,"January 15, 2015","January 23, 2020","January 23, 2020",$0,RENT,"$2,667 / month",23.22%,2 years ,917xx,N/a,N/a,N/a,cook,N/a,670-674,0,10/2005,$0.00,10,0,15,57,"$10,860.00",0,32.90%,n/a,1
39309432,"$17,500","$17,500",14.99%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$3,652 / month",21.61%,9 years ,958xx,N/a,N/a,N/a,School Secretary III,N/a,660-664,0,07/2004,$0.00,4,0,11,63,"$3,163.00",1,20.90%,18,1
39309438,"$28,775","$28,775",11.44%,1.00%,"January 14, 2015","January 23, 2020","January 23, 2020",$0,RENT,"$5,000 / month",12.26%,3 years ,956xx,N/a,N/a,N/a,Media Marketing Specialist,N/a,695-699,0,07/1997,$0.00,10,0,18,n/a,"$23,177.00",0,59.30%,n/a,0
39309452,"$11,050","$11,050",16.49%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$3,500 / month",24.74%,8 years ,790xx,N/a,N/a,N/a,Lieutenant of Corrections,N/a,680-684,0,03/2000,$0.00,6,0,14,79,"$4,530.00",0,58.80%,n/a,0
39309455,"$10,000","$10,000",11.99%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$3,765 / month",30.01%,n/a,766xx,N/a,N/a,N/a,n/a,N/a,790-794,0,02/1994,$0.00,12,0,28,n/a,"$6,815.00",0,21.80%,n/a,1
39309706,"$20,000","$20,000",15.99%,1.00%,"January 20, 2015","January 24, 2020","January 24, 2020",$0,MORTGAGE,"$5,489 / month",9.51%,10+ years ,945xx,N/a,N/a,N/a,general foreman,N/a,700-704,0,07/2003,$0.00,12,0,22,n/a,"$7,627.00",0,27.00%,n/a,2
39309715,"$5,000","$5,000",12.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$4,583 / month",18.94%,10+ years ,531xx,N/a,N/a,N/a,Yarnd Cordinator,N/a,665-669,0,12/2000,$0.00,9,0,15,n/a,"$7,833.00",2,20.70%,68,0
39309718,"$10,000","$10,000",16.49%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$4,000 / month",14.23%,3 years ,606xx,N/a,N/a,N/a,Sales,N/a,700-704,0,09/2002,$0.00,14,0,27,29,"$5,810.00",2,39.30%,65,2
39309727,"$12,000","$12,000",11.44%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$7,500 / month",14.40%,1 year ,282xx,N/a,N/a,N/a,Account Manager,N/a,660-664,0,12/2004,$0.00,11,1,22,10,"$13,424.00",1,62.40%,113,0
39309730,"$25,000","$25,000",6.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$5,333 / month",5.93%,10+ years ,235xx,N/a,N/a,N/a,Fire Lieutenant ,N/a,750-754,0,01/1996,$0.00,9,0,26,n/a,"$10,424.00",0,46.50%,n/a,0
39309765,"$19,000","$19,000",11.99%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$4,333 / month",13.78%,< 1 year ,907xx,N/a,N/a,N/a,LVN,N/a,710-714,0,09/2005,$0.00,10,0,14,n/a,"$12,943.00",1,49.00%,82,1
39309770,"$6,000","$6,000",11.44%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$5,417 / month",20.13%,< 1 year ,954xx,N/a,N/a,N/a,Executive Director,N/a,705-709,0,04/1980,$0.00,7,2,37,10,"$3,078.00",0,50.50%,n/a,0
39309787,"$4,500","$4,500",18.54%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$4,167 / month",12.46%,2 years ,028xx,N/a,N/a,N/a,warehouse ,N/a,665-669,0,08/2009,$0.00,3,1,7,3,"$1,943.00",0,60.70%,n/a,0
39309789,"$18,000","$18,000",15.59%,1.00%,"January 14, 2015","January 24, 2020","January 24, 2020",$0,RENT,"$4,500 / month",15.31%,< 1 year ,945xx,N/a,N/a,N/a,Sales,N/a,670-674,0,04/1997,$0.00,4,1,7,5,"$15,062.00",0,101.80%,n/a,0
39309792,"$23,000","$23,000",9.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,250 / month",34.53%,2 years ,310xx,N/a,N/a,N/a,Staff RN,N/a,715-719,0,10/1998,$0.00,13,1,34,2,"$17,060.00",0,34.80%,n/a,0
39309872,"$14,300","$14,300",16.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$4,150 / month",22.84%,4 years ,103xx,N/a,N/a,N/a,Behavioral Health Home Care Coordinator,N/a,660-664,0,08/1999,$0.00,17,4,23,5,"$7,820.00",1,72.40%,18,1
39309907,"$15,000","$15,000",9.49%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,250 / month",33.38%,7 years ,496xx,N/a,N/a,N/a,Senior Systems Programmer,N/a,685-689,0,09/1996,$0.00,20,1,43,3,"$27,100.00",0,60.10%,n/a,0
39309923,"$7,825","$7,825",7.49%,1.00%,"January 20, 2015","January 24, 2018","January 24, 2020",$0,OWN,"$4,634 / month",6.22%,n/a,323xx,N/a,N/a,N/a,n/a,N/a,670-674,0,04/2003,$0.00,6,0,15,n/a,"$7,839.00",0,51.60%,n/a,0
39309927,"$5,000","$5,000",12.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,917 / month",23.39%,1 year ,908xx,N/a,N/a,N/a,Chiller tech.,N/a,700-704,0,08/2004,$0.00,6,0,11,n/a,"$6,163.00",0,38.30%,n/a,0
39309928,"$9,600","$9,600",15.99%,1.00%,"January 16, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$2,400 / month",21.42%,2 years ,201xx,N/a,N/a,N/a,AR Clerk ,N/a,665-669,0,06/2004,$0.00,10,3,46,17,"$3,078.00",1,55.00%,31,1
39309936,"$16,000","$16,000",9.49%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$5,833 / month",20.30%,5 years ,911xx,N/a,N/a,N/a,Sales Agent,N/a,675-679,0,05/2000,$0.00,5,0,10,n/a,"$19,879.00",1,94.70%,36,0
39309949,"$3,800","$3,800",16.49%,1.00%,"January 20, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$1,167 / month",18.95%,1 year ,114xx,N/a,N/a,N/a,Security officer,N/a,670-674,0,06/2005,$0.00,6,0,7,n/a,"$4,388.00",0,68.00%,n/a,1
39309975,"$19,750","$19,750",11.44%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$5,000 / month",30.56%,10+ years ,631xx,N/a,N/a,N/a,Assoc Dir Program/Project,N/a,740-744,0,02/1989,$0.00,7,0,11,n/a,"$66,139.00",0,86.50%,n/a,0
39310045,"$9,000","$9,000",12.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$3,333 / month",28.35%,6 years ,768xx,N/a,N/a,N/a,Crisis Program Supervisor,N/a,685-689,0,09/2000,$0.00,8,0,43,66,"$8,584.00",0,85.00%,n/a,0
39310101,"$3,000","$3,000",12.99%,1.00%,"January 20, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$4,000 / month",20.85%,10+ years ,770xx,N/a,N/a,N/a,Administrator,N/a,695-699,0,03/1999,$0.00,9,0,13,n/a,"$45,894.00",2,72.30%,27,0
39310118,"$3,000","$3,000",13.66%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$8,333 / month",34.08%,4 years ,967xx,N/a,N/a,N/a,Registered Nurse,N/a,735-739,0,07/1996,$0.00,11,0,26,n/a,"$62,802.00",0,92.40%,n/a,0
39310233,"$4,250","$4,250",20.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$2,633 / month",38.15%,< 1 year ,786xx,N/a,N/a,N/a,Customer Service Rep,N/a,670-674,0,08/1996,$0.00,9,1,34,3,"$11,095.00",0,49.80%,n/a,0
39310239,"$35,000","$35,000",20.99%,1.00%,"January 16, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$10,451 / month",36.35%,7 years ,997xx,N/a,N/a,N/a,Electrician,N/a,690-694,0,11/1993,$0.00,18,0,56,n/a,"$49,699.00",0,73.60%,n/a,4
39310247,"$8,000","$8,000",15.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$2,667 / month",30.23%,n/a,321xx,N/a,N/a,N/a,n/a,N/a,670-674,0,07/1999,$0.00,7,0,12,n/a,"$19,593.00",0,85.20%,n/a,0
39310298,"$7,500","$7,500",10.49%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$3,500 / month",36.06%,5 years ,913xx,N/a,N/a,N/a,Personal Banker,N/a,680-684,0,11/2005,$0.00,9,0,14,n/a,"$10,684.00",0,65.50%,n/a,0
39310316,"$24,000","$24,000",14.31%,1.00%,"January 16, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$6,833 / month",25.47%,10+ years ,925xx,N/a,N/a,N/a,SECURITY SPECIALIST,N/a,700-704,0,11/1992,$0.00,8,1,19,2,"$8,586.00",0,71.00%,n/a,0
39310333,"$12,000","$12,000",15.99%,1.00%,"January 14, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,250 / month",16.38%,4 years ,349xx,N/a,N/a,N/a,Fire Inspector,N/a,685-689,0,11/1998,$0.00,5,0,7,30,"$3,352.00",0,49.30%,n/a,0
39310348,"$6,400","$6,400",9.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,667 / month",18.72%,10+ years ,342xx,N/a,N/a,N/a,Esthetician/Nail Technician,N/a,665-669,0,11/2001,$0.00,10,0,34,49,"$4,915.00",1,45.50%,78,0
39310376,"$10,000","$10,000",6.49%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$4,792 / month",12.06%,10+ years ,170xx,N/a,N/a,N/a,Athletic Trainer,N/a,735-739,0,06/1994,$0.00,5,0,16,n/a,"$1,935.00",1,5.50%,21,1
39310418,"$25,000","$25,000",12.39%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$10,773 / month",18.60%,2 years ,752xx,N/a,N/a,N/a,Director of Title and Due Diligence,N/a,685-689,0,07/1999,$0.00,7,0,20,n/a,"$34,012.00",0,90.90%,n/a,0
39310431,"$19,800","$19,800",20.99%,1.00%,"January 14, 2015","January 26, 2020","January 26, 2020",$0,OWN,"$3,750 / month",14.35%,10+ years ,241xx,N/a,N/a,N/a,therapist,N/a,695-699,0,02/2002,$0.00,13,1,52,5,"$9,298.00",0,41.50%,n/a,0
39310467,"$12,525","$12,525",11.44%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$8,333 / month",6.37%,10+ years ,953xx,N/a,N/a,N/a,COTA ,N/a,685-689,0,07/1997,$0.00,6,1,22,12,"$2,119.00",0,18.60%,n/a,0
39310490,"$9,600","$9,600",11.44%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,642 / month",16.02%,2 years ,809xx,N/a,N/a,N/a,Teacher,N/a,670-674,0,05/2005,$0.00,11,0,16,38,"$7,884.00",0,75.80%,n/a,1
39310545,"$5,625","$5,625",16.49%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$5,417 / month",18.94%,8 years ,112xx,N/a,N/a,N/a,CTA,N/a,700-704,0,06/2003,$0.00,17,0,20,77,"$3,345.00",0,14.80%,n/a,1
39310568,"$14,400","$14,400",6.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$4,390 / month",19.09%,8 years ,086xx,N/a,N/a,N/a,Pastry Chef,N/a,715-719,0,09/1999,$0.00,9,0,16,n/a,"$23,632.00",0,63.70%,n/a,0
39310572,"$20,000","$20,000",11.44%,1.00%,"January 16, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$7,083 / month",12.16%,10+ years ,143xx,N/a,N/a,N/a,police officer,N/a,665-669,0,08/1996,$0.00,10,4,23,12,"$15,575.00",0,93.80%,n/a,0
39310665,"$6,000","$6,000",10.49%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$11,333 / month",9.41%,2 years ,797xx,N/a,N/a,N/a,Landman,N/a,725-729,0,09/2000,$0.00,13,0,39,26,"$4,709.00",1,24.50%,118,0
39310675,"$8,000","$8,000",14.31%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$7,500 / month",20.88%,10+ years ,853xx,N/a,N/a,N/a,victim advocate,N/a,660-664,0,10/2003,$0.00,30,0,51,69,"$22,602.00",0,65.50%,n/a,1
39319150,"$4,075","$4,075",19.24%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,OWN,"$4,167 / month",31.08%,10+ years ,200xx,N/a,N/a,N/a,Manager,N/a,675-679,0,01/2010,$0.00,5,0,5,n/a,"$1,966.00",1,67.80%,47,0
39319186,"$12,000","$12,000",15.59%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$2,500 / month",34.08%,10+ years ,897xx,N/a,N/a,N/a,driver,N/a,665-669,0,05/2003,$0.00,7,1,13,7,"$11,386.00",0,78.50%,n/a,0
39319211,"$22,000","$22,000",17.86%,1.00%,"January 14, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$5,417 / month",20.05%,5 years ,437xx,N/a,N/a,N/a,Production technician,N/a,690-694,0,05/2003,$0.00,14,0,23,n/a,"$19,107.00",0,47.90%,n/a,0
39319323,"$34,875","$34,875",12.99%,1.00%,"January 14, 2015","January 23, 2020","January 23, 2020",$0,RENT,"$16,667 / month",17.90%,10+ years ,021xx,N/a,N/a,N/a,Trader,N/a,680-684,0,04/1998,$0.00,13,1,21,12,"$40,410.00",0,77.30%,n/a,1
39319404,"$10,000","$10,000",9.49%,1.00%,"January 16, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$3,667 / month",28.83%,8 years ,640xx,N/a,N/a,N/a,Legal Assistant,N/a,660-664,0,07/1968,$0.00,13,4,23,21,"$18,379.00",0,59.30%,n/a,0
39319443,"$19,200","$19,200",20.99%,1.00%,"January 20, 2015","January 23, 2020","January 23, 2020",$0,RENT,"$4,000 / month",17.97%,2 years ,895xx,N/a,N/a,N/a,Manager,N/a,680-684,0,06/2006,$0.00,11,0,29,n/a,"$9,473.00",0,68.60%,n/a,2
39319478,"$17,000","$17,000",11.99%,1.00%,"January 16, 2015","January 23, 2020","January 23, 2020",$0,RENT,"$5,417 / month",25.78%,9 years ,302xx,N/a,N/a,N/a,Ramp Agent,N/a,665-669,0,09/1996,$0.00,11,0,27,70,"$14,302.00",0,65.60%,n/a,1
39319495,"$27,925","$27,925",15.99%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$4,667 / month",20.57%,7 years ,276xx,N/a,N/a,N/a,HS Supervisor,N/a,675-679,0,10/1991,$0.00,12,1,18,10,"$26,802.00",0,77.90%,n/a,0
39319542,"$27,200","$27,200",17.14%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$5,417 / month",22.27%,2 years ,915xx,N/a,N/a,N/a,Registered Nurse,N/a,675-679,0,03/2000,$0.00,10,0,17,n/a,"$38,591.00",0,83.70%,n/a,0
39319560,"$1,000","$1,000",8.67%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$2,083 / month",23.86%,2 years ,787xx,N/a,N/a,N/a,Substitute teacher ,N/a,695-699,0,08/2008,$0.00,8,0,12,n/a,"$8,224.00",0,61.80%,n/a,0
39319596,"$8,200","$8,200",8.67%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$4,542 / month",32.87%,3 years ,953xx,N/a,N/a,N/a,Career Specialist,N/a,725-729,0,06/2002,$0.00,11,0,21,n/a,"$23,618.00",0,75.00%,n/a,0
39319604,"$12,300","$12,300",13.66%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$6,933 / month",19.17%,10+ years ,335xx,N/a,N/a,N/a,Engineering Manager,N/a,665-669,0,08/2004,$0.00,8,0,14,46,$945.00,1,48.00%,40,1
39319641,"$22,800","$22,800",21.99%,1.00%,"January 14, 2015","January 23, 2020","January 23, 2020",$0,MORTGAGE,"$5,440 / month",0.31%,10+ years ,338xx,N/a,N/a,N/a,DETENTION SERGEANT ,N/a,665-669,0,12/1993,$0.00,15,0,25,24,"$19,752.00",0,57.40%,n/a,0
39319770,"$15,000","$15,000",16.49%,1.00%,"January 20, 2015","January 25, 2020","January 25, 2020",$0,RENT,"$3,750 / month",32.75%,7 years ,617xx,N/a,N/a,N/a,equipment operator,N/a,670-674,0,02/2004,$0.00,8,1,18,23,"$5,611.00",0,59.10%,n/a,1
39319788,"$5,600","$5,600",10.49%,1.00%,"January 16, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$3,833 / month",20.19%,4 years ,450xx,N/a,N/a,N/a,registered nurse,N/a,670-674,0,09/2001,$0.00,8,0,17,n/a,"$6,153.00",0,74.70%,n/a,0
39319835,"$18,000","$18,000",10.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$4,833 / month",23.26%,9 years ,750xx,N/a,N/a,N/a,Teacher,N/a,700-704,0,11/2001,$0.00,6,0,24,n/a,"$24,517.00",0,57.70%,n/a,0
39319861,"$5,975","$5,975",15.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$2,500 / month",28.28%,2 years ,761xx,N/a,N/a,N/a,Customer service sales rep,N/a,675-679,0,08/2009,$0.00,13,0,16,29,"$7,907.00",0,53.80%,n/a,0
39320003,"$35,000","$35,000",22.99%,1.00%,"January 15, 2015","January 24, 2020","January 24, 2020",$0,MORTGAGE,"$7,500 / month",23.69%,3 years ,917xx,N/a,N/a,N/a,Landscape Construction Supervisor,N/a,675-679,0,05/1999,$0.00,19,0,43,54,"$39,622.00",0,43.50%,n/a,2
39320071,"$2,500","$2,500",17.86%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$2,250 / month",34.27%,2 years ,871xx,N/a,N/a,N/a,Child & Youth Program Assistant,N/a,680-684,0,09/2008,$0.00,5,0,11,n/a,"$13,377.00",0,99.10%,n/a,0
39320096,"$20,000","$20,000",9.49%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$5,833 / month",23.61%,3 years ,945xx,N/a,N/a,N/a,Driver,N/a,705-709,0,08/2001,$0.00,7,0,13,n/a,"$17,704.00",0,71.40%,n/a,0
39320189,"$4,725","$4,725",24.50%,1.00%,"January 14, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$2,340 / month",39.91%,< 1 year ,212xx,N/a,N/a,N/a,Head teller ,N/a,675-679,0,12/2006,$0.00,9,2,41,4,"$1,884.00",0,72.50%,n/a,1
39320228,"$17,550","$17,550",19.99%,1.00%,"January 14, 2015","January 25, 2020","January 25, 2020",$0,RENT,"$3,333 / month",35.52%,9 years ,802xx,N/a,N/a,N/a,Room service server,N/a,705-709,0,08/2005,$0.00,7,0,12,n/a,"$12,821.00",0,87.80%,n/a,0
39320263,"$16,000","$16,000",8.67%,1.00%,"January 16, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$9,583 / month",17.66%,< 1 year ,255xx,N/a,N/a,N/a,Family Nurse Practitioner ,N/a,680-684,0,12/2004,$0.00,16,1,48,5,"$7,090.00",0,49.60%,n/a,0
39320273,"$15,950","$15,950",25.57%,1.00%,"January 16, 2015","January 25, 2020","January 25, 2020",$0,RENT,"$3,333 / month",31.55%,< 1 year ,921xx,N/a,N/a,N/a,accounting credit department,N/a,680-684,0,08/2005,$0.00,18,0,33,n/a,"$9,366.00",0,68.90%,n/a,1
39320282,"$28,000","$28,000",6.49%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$10,833 / month",10.98%,10+ years ,945xx,N/a,N/a,N/a,Director of Revenue Cycle ,N/a,760-764,0,06/1996,$0.00,17,0,30,n/a,"$33,389.00",0,29.30%,n/a,1
39320337,"$35,000","$35,000",15.59%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$10,417 / month",28.25%,1 year ,770xx,N/a,N/a,N/a,Staff Engineer,N/a,690-694,0,03/2002,$0.00,9,0,37,n/a,"$53,880.00",0,86.20%,n/a,0
39320344,"$18,000","$18,000",9.49%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$6,667 / month",11.12%,5 years ,786xx,N/a,N/a,N/a,Sales,N/a,695-699,0,07/2001,$0.00,8,0,34,59,"$6,736.00",0,50.60%,n/a,0
